rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,rssi,channels
1520440530377262884,,280,,1520440530,369800448,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440530421925595,,281,,1520440530,413001216,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440530502333588,,282,,1520440530,458001216,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440530548192773,,283,,1520440530,503934016,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440530592447367,,284,,1520440530,568934016,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440530655371970,,285,,1520440530,601053098,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440530702476212,,286,,1520440530,641053098,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440530749550382,,287,,1520440530,700686575,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440530804310250,,288,,1520440530,768686575,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440530867556461,,289,,1520440530,811986624,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440530879188702,,290,,1520440530,855986624,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440530947446875,,291,,1520440530,919874112,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440530983101022,,292,,1520440530,963874112,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440531021869253,,293,,1520440531,3747392,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440531081655798,,294,,1520440531,70747392,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440531123010633,,295,,1520440531,114458048,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440531184815250,,296,,1520440531,158458048,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440531222574351,,297,,1520440531,203077952,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440531285823759,,298,,1520440531,267077952,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440531332239536,,299,,1520440531,309628736,'',255,"[1478, 1483, 1086, 1514, 1901, 1901, 1099]"
1520440531401825606,,300,,1520440531,354628736,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440531450166832,,301,,1520440531,401498496,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440531476531879,,302,,1520440531,466498496,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440531552611284,,303,,1520440531,517273536,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440531577049200,,304,,1520440531,557273536,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440531647946965,,305,,1520440531,622037120,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440531701240390,,306,,1520440531,667037120,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440531734789004,,307,,1520440531,694071245,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440531776461533,,308,,1520440531,739071245,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440531822510530,,309,,1520440531,793491477,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440531875287309,,310,,1520440531,860491477,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440531931764104,,311,,1520440531,905379712,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440531973028840,,312,,1520440531,948379712,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532033165294,,313,,1520440532,13081472,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532072573347,,314,,1520440532,58081472,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532132159278,,315,,1520440532,101087616,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532177127602,,316,,1520440532,145087616,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532232477911,,317,,1520440532,212990656,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440532282341955,,318,,1520440532,257990656,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532333873751,,319,,1520440532,299153344,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440532378984704,,320,,1520440532,344153344,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532452290849,,321,,1520440532,414185088,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440532503158308,,322,,1520440532,458185088,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532551760618,,323,,1520440532,506081984,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532578166295,,324,,1520440532,571081984,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532648099658,,325,,1520440532,621402304,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532694780862,,326,,1520440532,664402304,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532751527637,,327,,1520440532,711367355,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532802354235,,328,,1520440532,755367355,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532824662394,,329,,1520440532,814765421,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532900987547,,330,,1520440532,858765421,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532953807493,,331,,1520440532,904329216,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440532981996351,,332,,1520440532,972329216,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440533044449090,,333,,1520440533,8607296,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440533091395070,,334,,1520440533,52607296,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440533144910780,,335,,1520440533,107092020,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440533177578455,,336,,1520440533,151092020,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440533243903258,,337,,1520440533,210672545,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440533302139497,,338,,1520440533,274672545,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440533351515843,,339,,1520440533,301082944,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440533376415089,,340,,1520440533,368082944,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440533446245421,,341,,1520440533,409912320,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440533502050458,,342,,1520440533,476912320,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440533533483993,,343,,1520440533,520947136,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440533578143667,,344,,1520440533,564947136,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440533623267626,,345,,1520440533,608980544,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440533700341679,,346,,1520440533,651980544,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440533749347111,,347,,1520440533,717964608,'',255,"[1478, 1485, 1086, 1514, 1901, 1901, 1099]"
1520440533783444874,,348,,1520440533,761964608,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440533851208100,,349,,1520440533,801234432,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440533877334942,,350,,1520440533,867234432,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440533944213881,,351,,1520440533,913857152,'',255,"[1478, 1485, 1086, 1514, 1901, 1901, 1099]"
1520440533978869921,,352,,1520440533,957857152,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440534033016944,,353,,1520440534,17864960,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440534077629569,,354,,1520440534,61864960,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440534144387389,,355,,1520440534,108659200,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440534174522526,,356,,1520440534,154659200,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440534248444116,,357,,1520440534,221812608,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440534301498860,,358,,1520440534,268812608,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440534349529092,,359,,1520440534,310194112,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440534394831577,,360,,1520440534,353194112,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440534436925661,,361,,1520440534,419417600,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440534476157539,,362,,1520440534,463417600,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440534543114125,,363,,1520440534,504831104,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440534574407643,,364,,1520440534,568831104,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440534622781594,,365,,1520440534,610791552,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440534676952160,,366,,1520440534,654791552,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440534731637517,,367,,1520440534,698350720,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440534772683060,,368,,1520440534,765350720,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440534821315417,,369,,1520440534,806145792,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440534877792509,,370,,1520440534,851145792,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440534931703656,,371,,1520440534,894173440,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440534977560713,,372,,1520440534,960173440,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440535048471252,,373,,1520440535,16414285,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440535094503421,,374,,1520440535,61414285,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440535147905128,,375,,1520440535,123488512,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440535202066110,,376,,1520440535,168488512,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440535251810422,,377,,1520440535,214457472,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440535277427883,,378,,1520440535,261457472,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440535347788945,,379,,1520440535,320909184,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440535376917143,,380,,1520440535,365909184,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440535449426543,,381,,1520440535,409996928,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440535498009176,,382,,1520440535,476996928,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440535532007303,,383,,1520440535,506577848,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440535576919322,,384,,1520440535,550577848,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440535631936719,,385,,1520440535,599418304,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440535675737427,,386,,1520440535,663418304,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440535733045097,,387,,1520440535,709744576,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440535781701130,,388,,1520440535,754744576,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440535831682316,,389,,1520440535,825863040,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440535877126861,,390,,1520440535,869863040,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440535948840776,,391,,1520440535,917154112,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440535977392257,,392,,1520440535,960154112,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440536052244538,,393,,1520440536,20516736,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440536082515331,,394,,1520440536,66516736,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440536134297076,,395,,1520440536,111301056,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440536181883651,,396,,1520440536,154301056,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440536233083100,,397,,1520440536,218731840,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440536279909190,,398,,1520440536,262731840,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440536332622060,,399,,1520440536,304915968,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440536382527510,,400,,1520440536,373915968,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440536431904369,,401,,1520440536,415386304,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440536482322388,,402,,1520440536,459386304,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440536532644234,,403,,1520440536,507768896,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440536578322106,,404,,1520440536,572768896,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440536628974132,,405,,1520440536,614164544,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440536682261379,,406,,1520440536,657164544,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440536727584179,,407,,1520440536,706644480,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440536782460624,,408,,1520440536,768644480,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440536831950746,,409,,1520440536,813688960,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440536882281724,,410,,1520440536,859688960,'',255,"[1478, 1485, 1086, 1514, 1901, 1901, 1099]"
1520440536932326795,,411,,1520440536,901415936,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440536982225667,,412,,1520440536,965415936,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440537033088370,,413,,1520440537,10617856,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440537104699205,,414,,1520440537,55617856,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440537149337362,,415,,1520440537,126125440,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440537201677112,,416,,1520440537,173125440,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440537251012890,,417,,1520440537,217055808,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440537302632891,,418,,1520440537,280055808,'',255,"[1478, 1483, 1086, 1514, 1901, 1901, 1099]"
1520440537334238938,,419,,1520440537,327634880,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440537383146851,,420,,1520440537,373634880,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440537431837397,,421,,1520440537,410324032,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440537492236984,,422,,1520440537,478324032,'',255,"[1478, 1483, 1086, 1514, 1901, 1901, 1099]"
1520440537522478518,,423,,1520440537,519830144,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440537593289473,,424,,1520440537,563830144,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440537653834912,,425,,1520440537,608678144,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440537701388634,,426,,1520440537,672678144,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440537733411940,,427,,1520440537,719815680,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440537778499432,,428,,1520440537,763815680,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440537831841070,,429,,1520440537,807698432,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440537878220434,,430,,1520440537,873698432,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440537933020576,,431,,1520440537,915718656,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440537981819117,,432,,1520440537,957718656,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440538034392078,,433,,1520440538,21888320,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440538083290177,,434,,1520440538,66888320,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440538132235553,,435,,1520440538,111734528,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440538176334080,,436,,1520440538,157734528,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440538232367009,,437,,1520440538,198241600,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440538279379599,,438,,1520440538,263241600,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440538331488578,,439,,1520440538,310957632,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440538383150832,,440,,1520440538,373957632,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440538432608671,,441,,1520440538,416945152,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440538483634607,,442,,1520440538,461945152,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440538535630408,,443,,1520440538,504810816,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440538582100178,,444,,1520440538,574810816,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440538643503728,,445,,1520440538,617591680,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440538677681491,,446,,1520440538,662591680,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440538732669277,,447,,1520440538,710604864,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440538777908121,,448,,1520440538,775604864,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440538832270777,,449,,1520440538,817278912,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440538874782834,,450,,1520440538,860278912,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440538943748374,,451,,1520440538,901849856,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440538994721280,,452,,1520440538,967849856,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440539027144568,,453,,1520440539,10613568,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440539080169319,,454,,1520440539,51613568,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440539152728450,,455,,1520440539,103714880,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440539177485208,,456,,1520440539,167714880,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440539252675979,,457,,1520440539,211123008,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440539276809875,,458,,1520440539,255123008,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440539351390180,,459,,1520440539,324597952,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440539377871210,,460,,1520440539,367597952,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440539433536560,,461,,1520440539,414195328,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440539517503536,,462,,1520440539,456195328,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440539531549570,,463,,1520440539,518112640,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440539581942229,,464,,1520440539,562112640,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440539635673017,,465,,1520440539,606341504,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440539681870765,,466,,1520440539,670341504,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440539732005055,,467,,1520440539,717992128,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440539775910010,,468,,1520440539,764992128,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440539832235146,,469,,1520440539,803408256,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440539875851645,,470,,1520440539,870408256,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440539931767274,,471,,1520440539,918904256,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440539983148533,,472,,1520440539,959904256,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440540025925692,,473,,1520440540,5824320,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440540085049588,,474,,1520440540,70824320,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440540148140986,,475,,1520440540,114521088,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440540179746070,,476,,1520440540,160521088,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440540251386018,,477,,1520440540,203491968,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440540278121631,,478,,1520440540,272491968,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440540382442057,,479,,1520440540,372072385,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440540434193068,,480,,1520440540,419360360,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440540484018812,,481,,1520440540,464360360,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440540551480132,,482,,1520440540,508432832,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440540606524555,,483,,1520440540,573432832,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440540652416253,,484,,1520440540,622418432,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440540678616748,,485,,1520440540,668418432,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440540757627153,,486,,1520440540,714396096,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440540777156087,,487,,1520440540,755396096,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440540844350355,,488,,1520440540,822338432,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440540882542202,,489,,1520440540,866338432,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440540931928679,,490,,1520440540,907899776,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440540982466530,,491,,1520440540,976899776,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440541032806409,,492,,1520440541,16369152,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440541092710250,,493,,1520440541,60369152,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440541133962198,,494,,1520440541,128405248,'',255,"[1478, 1485, 1086, 1515, 1901, 1901, 1099]"
1520440541176532383,,495,,1520440541,171405248,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440541232476808,,496,,1520440541,213014720,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440541276925708,,497,,1520440541,257014720,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440541333297621,,498,,1520440541,303330688,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440541378554189,,499,,1520440541,369330688,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440541443933458,,500,,1520440541,415863104,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440541492231435,,501,,1520440541,481863104,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
1520440541536718689,,502,,1520440541,529820992,'',255,"[1478, 1483, 1086, 1515, 1901, 1901, 1099]"
