rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,group_mix,controls
1520440531977337201,,156,,1520440531,968327712,'',0,"[0.0041730222292244434, -0.012931633740663528, -0.09961225092411041, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440532082303801,,157,,1520440532,68016472,'',0,"[0.004095564130693674, -0.012804219499230385, -0.09727716445922852, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440532176621779,,158,,1520440532,168827616,'',0,"[0.004321447107940912, -0.012147961184382439, -0.09472369402647018, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440532282404156,,159,,1520440532,271737656,'',0,"[0.00444024195894599, -0.012848886661231518, -0.0924096331000328, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440532401078280,,160,,1520440532,365831344,'',0,"[0.004360870458185673, -0.01287913229316473, -0.09031414240598679, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440532502481888,,161,,1520440532,473923088,'',0,"[0.004005984403192997, -0.013128204271197319, -0.08786182105541229, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440532578689749,,162,,1520440532,576828984,'',0,"[0.004033179953694344, -0.01322878710925579, -0.08549648523330688, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440532694893902,,163,,1520440532,680137304,'',0,"[0.004167506005614996, -0.012599569745361805, -0.08337997645139694, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440532802139009,,164,,1520440532,762114355,'',0,"[0.004254193510860205, -0.0124604357406497, -0.08112847805023193, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440532901059119,,165,,1520440532,878502421,'',0,"[0.004163686651736498, -0.013024515472352505, -0.0789673700928688, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440532981791335,,166,,1520440532,978084216,'',0,"[0.004280430730432272, -0.013052188791334629, -0.07680071145296097, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440533091324012,,167,,1520440533,74142296,'',0,"[0.0038288773503154516, -0.01313225831836462, -0.07454399764537811, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440533177537238,,168,,1520440533,158634020,'',0,"[0.003976372070610523, -0.013309821486473083, -0.07251812517642975, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440533302309460,,169,,1520440533,276209545,'',0,"[0.003978339489549398, -0.012640239670872688, -0.07033222168684006, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440533400569459,,170,,1520440533,374560944,'',0,"[0.004117907490581274, -0.012818795628845692, -0.06828269362449646, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440533501371714,,171,,1520440533,480462320,'',0,"[0.004127267748117447, -0.013180118054151535, -0.0662589892745018, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440533578223076,,172,,1520440533,576425136,'',0,"[0.0036590476520359516, -0.013217934407293797, -0.06428038328886032, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440533700375026,,173,,1520440533,678515544,'',0,"[0.003907316364347935, -0.012649953365325928, -0.062160514295101166, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440533783187177,,174,,1520440533,775441608,'',0,"[0.0037797398399561644, -0.013351538218557835, -0.06026381999254227, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440533877292075,,175,,1520440533,872571432,'',0,"[0.0038893604651093483, -0.01278956513851881, -0.05822627618908882, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440533983231428,,176,,1520440533,979195152,'',0,"[0.003692976664751768, -0.01288927998393774, -0.056247565895318985, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440534077476682,,177,,1520440534,73202960,'',0,"[0.003936721011996269, -0.01301463320851326, -0.054305002093315125, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440534177265747,,178,,1520440534,176001200,'',0,"[0.003927835263311863, -0.013003316707909107, -0.05236808955669403, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440534301459568,,179,,1520440534,279148608,'',0,"[0.003810444613918662, -0.012577185407280922, -0.05028388276696205, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440534394592331,,180,,1520440534,374470112,'',0,"[0.0039976974949240685, -0.012642201967537403, -0.048712559044361115, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440534479486882,,181,,1520440534,478767600,'',0,"[0.003899295348674059, -0.01273854449391365, -0.04668387398123741, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440534576295054,,182,,1520440534,574985104,'',0,"[0.004081801977008581, -0.012849013321101665, -0.044786322861909866, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440534676452077,,183,,1520440534,668935552,'',0,"[0.0037388403434306383, -0.013283168897032738, -0.04297976940870285, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440534785114275,,184,,1520440534,772509720,'',0,"[0.0037489484529942274, -0.012818533927202225, -0.041109777987003326, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440534883623998,,185,,1520440534,870329792,'',0,"[0.0036277344916015863, -0.012935499660670757, -0.039360255002975464, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440535000699652,,186,,1520440534,970403440,'',0,"[0.003647796344012022, -0.013003012165427208, -0.03753417357802391, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440535094092179,,187,,1520440535,80559285,'',0,"[0.003853256581351161, -0.012640046887099743, -0.035756666213274, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440535202214208,,188,,1520440535,179636512,'',0,"[0.003721949877217412, -0.01308385655283928, -0.03411097079515457, 0.0, 0.0, 0.0, 0.0, -1.0]"
1520440535301130761,,189,,1520440535,280609472,'',0,"[0.003572427900508046, -0.012681184336543083, -0.03234003856778145, 0.0, 0.0, 0.0, 0.0, -1.0]"
