rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1520440529147860220,,645,,1520440529,114025344,"""base_link""",,0.00314331533698,0.00532588116141,0.164464589322,-0.986363622931,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.000948071945459,0.000976077513769,0.0521644949913,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.122916154563,-0.0633435621858,9.84364032745,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1520440529147866000,,646,,1520440529,130025344,"""base_link""",,0.0031410487091,0.00532248825778,0.163769166322,-0.986479358177,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.000866875227075,-0.00030471169157,0.0505259409547,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.113678388298,-0.0383847020566,9.82017040253,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1520440529187036717,,647,,1520440529,146025344,"""base_link""",,0.00313788316797,0.00532225241653,0.163086555963,-0.986592396025,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-5.96056343056e-05,0.000417126109824,0.0510396361351,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.139576658607,-0.0534440875053,9.82295513153,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1520440529187453427,,648,,1520440529,170025344,"""base_link""",,0.00312927418026,0.00533173134154,0.162042409938,-0.98676443946,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.00155330495909,0.00141110294499,0.0531534478068,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.104741804302,-0.0900824293494,9.85207748413,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1520440529187459342,,649,,1520440529,186025344,"""base_link""",,0.00313166387364,0.0053177716797,0.161352592469,-0.986877603749,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.000193548155949,0.000828222604468,0.0516150817275,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.0835735797882,-0.0431007146835,9.8472442627,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1520440529221862371,,650,,1520440529,195544652,"""base_link""",,0.00311785131417,0.00532141499487,0.16030448464,-0.987048467073,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.00117050705012,-0.000751576910261,0.0529408268631,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.152534037828,-0.0171995442361,9.82227802277,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1520440529249516424,,651,,1520440529,215544652,"""base_link""",,0.00310345157996,0.00531734453127,0.159433435722,-0.987189532575,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.00211411481723,0.00068349565845,0.0524541437626,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.112866982818,-0.0479744300246,9.83612728119,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1520440529267191470,,652,,1520440529,235544652,"""base_link""",,0.00308156361847,0.00532470368382,0.158582701585,-0.987326551979,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.00221285969019,0.0012526109349,0.0515118837357,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.0988092795014,-0.0903923884034,9.81968307495,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1520440529276025578,,653,,1520440529,259544652,"""base_link""",,0.00307035445008,0.00533136560239,0.157539187762,-0.98749357994,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.0018175363075,-0.00183462072164,0.0527618788183,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.11508898437,-0.0449963286519,9.85031890869,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1520440529303611972,,654,,1520440529,293618510,"""base_link""",,0.00306258749384,0.00533327217105,0.156860497061,-0.987601686606,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.000892284617294,0.000838076230139,0.0510905832052,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.135387375951,-0.0308786835521,9.81259346008,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1520440529347558766,,655,,1520440529,317618510,"""base_link""",,0.00305295356391,0.00534019092197,0.15585133292,-0.987761423162,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.000124694139231,-0.000265099748503,0.0510013103485,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.108064211905,-0.0551396273077,9.8379573822,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1520440529347573192,,656,,1520440529,333618510,"""base_link""",,0.00304618775995,0.00534852340331,0.155171841428,-0.98786830757,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.00223849900067,-0.00107355299406,0.0514846257865,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.110456876457,-0.0529292114079,9.82505321503,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1520440529391946871,,657,,1520440529,353618510,"""base_link""",,0.00304172184037,0.00536120532418,0.154321865934,-0.988001365171,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.000167875143234,-0.00157571979798,0.0509403720498,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.10727199167,-0.0423543080688,9.80518054962,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1520440529391959798,,658,,1520440529,377618510,"""base_link""",,0.00304646015043,0.00535897541016,0.153309287899,-0.988159036531,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.000596173806116,0.000620265316684,0.0519526228309,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.13226826489,-0.0502256602049,9.82256603241,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
