rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,voltage,current,charge,capacity,design_capacity,percentage,power_supply_status,power_supply_health,power_supply_technology,present,cell_voltage,location,serial_number
1520440537677364909,,108,,1520440537,676927147,'',23.2000007629,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.802000045776367, 5.802000045776367, 5.802000045776367, 5.802000045776367]","""id0""",''
1520440537874098909,,109,,1520440537,873465667,'',23.202999115,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.808000087738037, 5.808000087738037, 5.808000087738037, 5.808000087738037]","""id0""",''
1520440538072086275,,110,,1520440538,71420920,'',23.1989994049,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.788000106811523, 5.788000106811523, 5.788000106811523, 5.788000106811523]","""id0""",''
1520440538267510078,,111,,1520440538,267106564,'',23.2010002136,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.788000106811523, 5.788000106811523, 5.788000106811523, 5.788000106811523]","""id0""",''
1520440538472102235,,112,,1520440538,471625813,'',23.1970005035,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.796999931335449, 5.796999931335449, 5.796999931335449, 5.796999931335449]","""id0""",''
1520440538662141058,,113,,1520440538,661693607,'',23.202999115,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.808000087738037, 5.808000087738037, 5.808000087738037, 5.808000087738037]","""id0""",''
1520440538874623658,,114,,1520440538,873821716,'',23.1979999542,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.790999889373779, 5.790999889373779, 5.790999889373779, 5.790999889373779]","""id0""",''
1520440539080082958,,115,,1520440539,79509041,'',23.1919994354,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.785999774932861, 5.785999774932861, 5.785999774932861, 5.785999774932861]","""id0""",''
1520440539267859480,,116,,1520440539,266996422,'',23.1940002441,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.808000087738037, 5.808000087738037, 5.808000087738037, 5.808000087738037]","""id0""",''
1520440539497131902,,117,,1520440539,496841032,'',23.1970005035,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.802000045776367, 5.802000045776367, 5.802000045776367, 5.802000045776367]","""id0""",''
1520440539672549852,,118,,1520440539,671802086,'',23.1989994049,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.798999786376953, 5.798999786376953, 5.798999786376953, 5.798999786376953]","""id0""",''
1520440539862983364,,119,,1520440539,862640880,'',23.2000007629,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.798999786376953, 5.798999786376953, 5.798999786376953, 5.798999786376953]","""id0""",''
1520440540073782064,,120,,1520440540,73233400,'',23.1989994049,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.794000148773193, 5.794000148773193, 5.794000148773193, 5.794000148773193]","""id0""",''
1520440540268870427,,121,,1520440540,267890208,'',23.1979999542,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.788000106811523, 5.788000106811523, 5.788000106811523, 5.788000106811523]","""id0""",''
1520440540464134146,,122,,1520440540,463270167,'',23.1959991455,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.804999828338623, 5.804999828338623, 5.804999828338623, 5.804999828338623]","""id0""",''
1520440540678122795,,123,,1520440540,676665959,'',23.1970005035,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.790999889373779, 5.790999889373779, 5.790999889373779, 5.790999889373779]","""id0""",''
1520440540863048694,,124,,1520440540,862608885,'',23.1940002441,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.790999889373779, 5.790999889373779, 5.790999889373779, 5.790999889373779]","""id0""",''
1520440541062658647,,125,,1520440541,62096235,'',23.1900005341,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.798999786376953, 5.798999786376953, 5.798999786376953, 5.798999786376953]","""id0""",''
1520440541271752554,,126,,1520440541,271303625,'',23.1930007935,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.802000045776367, 5.802000045776367, 5.802000045776367, 5.802000045776367]","""id0""",''
1520440541492076650,,127,,1520440541,491316308,'',23.1949996948,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.804999828338623, 5.804999828338623, 5.804999828338623, 5.804999828338623]","""id0""",''
1520440541672191523,,128,,1520440541,671718835,'',23.1959991455,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.804999828338623, 5.804999828338623, 5.804999828338623, 5.804999828338623]","""id0""",''
1520440541876494841,,129,,1520440541,875494330,'',23.1989994049,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.802000045776367, 5.802000045776367, 5.802000045776367, 5.802000045776367]","""id0""",''
1520440542077343680,,130,,1520440542,76440240,'',23.2010002136,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.802000045776367, 5.802000045776367, 5.802000045776367, 5.802000045776367]","""id0""",''
1520440542296131323,,131,,1520440542,295489128,'',23.1970005035,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.796999931335449, 5.796999931335449, 5.796999931335449, 5.796999931335449]","""id0""",''
1520440542476397475,,132,,1520440542,475629818,'',23.1970005035,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.790999889373779, 5.790999889373779, 5.790999889373779, 5.790999889373779]","""id0""",''
1520440542676220211,,133,,1520440542,675548592,'',23.1919994354,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.790999889373779, 5.790999889373779, 5.790999889373779, 5.790999889373779]","""id0""",''
1520440542892675019,,134,,1520440542,891954375,'',23.186000824,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.798999786376953, 5.798999786376953, 5.798999786376953, 5.798999786376953]","""id0""",''
1520440543076306342,,135,,1520440543,76019499,'',23.1870002747,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.794000148773193, 5.794000148773193, 5.794000148773193, 5.794000148773193]","""id0""",''
1520440543278322711,,136,,1520440543,277926351,'',23.1830005646,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.790999889373779, 5.790999889373779, 5.790999889373779, 5.790999889373779]","""id0""",''
1520440543474677555,,137,,1520440543,474238460,'',23.1749992371,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.7829999923706055, 5.7829999923706055, 5.7829999923706055, 5.7829999923706055]","""id0""",''
1520440543672631772,,138,,1520440543,672343128,'',23.1749992371,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.796999931335449, 5.796999931335449, 5.796999931335449, 5.796999931335449]","""id0""",''
1520440543871045948,,139,,1520440543,870835473,'',23.172000885,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.796999931335449, 5.796999931335449, 5.796999931335449, 5.796999931335449]","""id0""",''
1520440544072808936,,140,,1520440544,72315671,'',23.1639995575,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.769000053405762, 5.769000053405762, 5.769000053405762, 5.769000053405762]","""id0""",''
1520440544268982387,,141,,1520440544,267526700,'',23.1350002289,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.670000076293945, 5.670000076293945, 5.670000076293945, 5.670000076293945]","""id0""",''
1520440544478056316,,142,,1520440544,476764444,'',23.0849990845,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.709000110626221, 5.709000110626221, 5.709000110626221, 5.709000110626221]","""id0""",''
1520440544754219089,,143,,1520440544,753636177,'',23.0489997864,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.699999809265137, 5.699999809265137, 5.699999809265137, 5.699999809265137]","""id0""",''
1520440544900292069,,144,,1520440544,899990317,'',23.0170001984,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.714000225067139, 5.714000225067139, 5.714000225067139, 5.714000225067139]","""id0""",''
1520440545072663405,,145,,1520440545,72314927,'',22.9890003204,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.691999912261963, 5.691999912261963, 5.691999912261963, 5.691999912261963]","""id0""",''
1520440545277611001,,146,,1520440545,276994177,'',22.9510002136,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.681000232696533, 5.681000232696533, 5.681000232696533, 5.681000232696533]","""id0""",''
1520440545495736815,,147,,1520440545,495371598,'',22.9249992371,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.697999954223633, 5.697999954223633, 5.697999954223633, 5.697999954223633]","""id0""",''
1520440545677927581,,148,,1520440545,676651053,'',22.9029998779,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.695000171661377, 5.695000171661377, 5.695000171661377, 5.695000171661377]","""id0""",''
1520440545878406679,,149,,1520440545,877406257,'',22.8829994202,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.684000015258789, 5.684000015258789, 5.684000015258789, 5.684000015258789]","""id0""",''
1520440546090975041,,150,,1520440546,90258130,'',22.8649997711,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.689000129699707, 5.689000129699707, 5.689000129699707, 5.689000129699707]","""id0""",''
1520440546276850214,,151,,1520440546,276248386,'',22.8479995728,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.672999858856201, 5.672999858856201, 5.672999858856201, 5.672999858856201]","""id0""",''
1520440546487193149,,152,,1520440546,486628835,'',22.8239994049,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.672999858856201, 5.672999858856201, 5.672999858856201, 5.672999858856201]","""id0""",''
1520440546695069595,,153,,1520440546,694409444,'',22.8040008545,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.681000232696533, 5.681000232696533, 5.681000232696533, 5.681000232696533]","""id0""",''
1520440546882552269,,154,,1520440546,881974517,'',22.7940006256,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.686999797821045, 5.686999797821045, 5.686999797821045, 5.686999797821045]","""id0""",''
1520440547076502871,,155,,1520440547,76191990,'',22.7810001373,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.664999961853027, 5.664999961853027, 5.664999961853027, 5.664999961853027]","""id0""",''
1520440547281770733,,156,,1520440547,281351301,'',22.7630004883,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.689000129699707, 5.689000129699707, 5.689000129699707, 5.689000129699707]","""id0""",''
1520440547479379459,,157,,1520440547,478601742,'',22.7590007782,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.681000232696533, 5.681000232696533, 5.681000232696533, 5.681000232696533]","""id0""",''
1520440547681182407,,158,,1520440547,680915502,'',22.7520008087,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.666999816894531, 5.666999816894531, 5.666999816894531, 5.666999816894531]","""id0""",''
1520440547899278396,,159,,1520440547,899044784,'',22.736000061,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.664999961853027, 5.664999961853027, 5.664999961853027, 5.664999961853027]","""id0""",''
1520440548078871801,,160,,1520440548,78564510,'',22.7250003815,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.670000076293945, 5.670000076293945, 5.670000076293945, 5.670000076293945]","""id0""",''
1520440548290165454,,161,,1520440548,288992790,'',22.7129993439,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.658999919891357, 5.658999919891357, 5.658999919891357, 5.658999919891357]","""id0""",''
1520440548492961346,,162,,1520440548,492254694,'',22.7010002136,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.6620001792907715, 5.6620001792907715, 5.6620001792907715, 5.6620001792907715]","""id0""",''
1520440548692821611,,163,,1520440548,692259142,'',22.6940002441,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.6620001792907715, 5.6620001792907715, 5.6620001792907715, 5.6620001792907715]","""id0""",''
1520440548900445820,,164,,1520440548,900030608,'',22.6959991455,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.6620001792907715, 5.6620001792907715, 5.6620001792907715, 5.6620001792907715]","""id0""",''
1520440549092522251,,165,,1520440549,92169706,'',22.6849994659,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.63700008392334, 5.63700008392334, 5.63700008392334, 5.63700008392334]","""id0""",''
1520440549301495290,,166,,1520440549,300966329,'',22.6700000763,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.666999816894531, 5.666999816894531, 5.666999816894531, 5.666999816894531]","""id0""",''
1520440549502096572,,167,,1520440549,501250959,'',22.6700000763,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.6539998054504395, 5.6539998054504395, 5.6539998054504395, 5.6539998054504395]","""id0""",''
1520440549692836863,,168,,1520440549,692334965,'',22.6599998474,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.656000137329102, 5.656000137329102, 5.656000137329102, 5.656000137329102]","""id0""",''
1520440549900796490,,169,,1520440549,900522940,'',22.6509990692,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.670000076293945, 5.670000076293945, 5.670000076293945, 5.670000076293945]","""id0""",''
1520440550100118958,,170,,1520440550,99824185,'',22.6459999084,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.64300012588501, 5.64300012588501, 5.64300012588501, 5.64300012588501]","""id0""",''
1520440550300517943,,171,,1520440550,300220325,'',22.638999939,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.656000137329102, 5.656000137329102, 5.656000137329102, 5.656000137329102]","""id0""",''
1520440550500402091,,172,,1520440550,500126146,'',22.6319999695,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.639999866485596, 5.639999866485596, 5.639999866485596, 5.639999866485596]","""id0""",''
1520440550912492708,,173,,1520440550,912304330,'',22.6180000305,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.644999980926514, 5.644999980926514, 5.644999980926514, 5.644999980926514]","""id0""",''
1520440551102725715,,174,,1520440551,102435355,'',22.6100006104,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.6479997634887695, 5.6479997634887695, 5.6479997634887695, 5.6479997634887695]","""id0""",''
1520440551302630791,,175,,1520440551,302331649,'',22.6079998016,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.651000022888184, 5.651000022888184, 5.651000022888184, 5.651000022888184]","""id0""",''
1520440551548291311,,176,,1520440551,546972633,'',22.6089992523,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.6479997634887695, 5.6479997634887695, 5.6479997634887695, 5.6479997634887695]","""id0""",''
1520440551701851776,,177,,1520440551,700976762,'',22.6060009003,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.6479997634887695, 5.6479997634887695, 5.6479997634887695, 5.6479997634887695]","""id0""",''
1520440551903421180,,178,,1520440551,903077496,'',22.6030006409,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.651000022888184, 5.651000022888184, 5.651000022888184, 5.651000022888184]","""id0""",''
1520440552102122222,,179,,1520440552,101309694,'',22.6049995422,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.651000022888184, 5.651000022888184, 5.651000022888184, 5.651000022888184]","""id0""",''
1520440552301427971,,180,,1520440552,300519361,'',22.6019992828,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.6479997634887695, 5.6479997634887695, 5.6479997634887695, 5.6479997634887695]","""id0""",''
1520440552500600986,,181,,1520440552,500323348,'',22.5960006714,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.651000022888184, 5.651000022888184, 5.651000022888184, 5.651000022888184]","""id0""",''
1520440552704795460,,182,,1520440552,703936590,'',22.5949993134,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.64300012588501, 5.64300012588501, 5.64300012588501, 5.64300012588501]","""id0""",''
1520440552903771565,,183,,1520440552,903369207,'',22.5960006714,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.6539998054504395, 5.6539998054504395, 5.6539998054504395, 5.6539998054504395]","""id0""",''
1520440553144318354,,184,,1520440553,142968504,'',22.5909996033,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.651000022888184, 5.651000022888184, 5.651000022888184, 5.651000022888184]","""id0""",''
1520440553320431584,,185,,1520440553,318391833,'',22.579000473,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.631999969482422, 5.631999969482422, 5.631999969482422, 5.631999969482422]","""id0""",''
1520440553500473067,,186,,1520440553,500099700,'',22.5720005035,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.63700008392334, 5.63700008392334, 5.63700008392334, 5.63700008392334]","""id0""",''
1520440553700386487,,187,,1520440553,699947531,'',22.5699996948,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.629000186920166, 5.629000186920166, 5.629000186920166, 5.629000186920166]","""id0""",''
1520440553907308622,,188,,1520440553,907055556,'',22.5690002441,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.64300012588501, 5.64300012588501, 5.64300012588501, 5.64300012588501]","""id0""",''
1520440554139166511,,189,,1520440554,137985270,'',22.5690002441,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.633999824523926, 5.633999824523926, 5.633999824523926, 5.633999824523926]","""id0""",''
1520440554316797074,,190,,1520440554,316421708,'',22.561000824,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.631999969482422, 5.631999969482422, 5.631999969482422, 5.631999969482422]","""id0""",''
1520440554523444204,,191,,1520440554,522639329,'',22.5559997559,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.633999824523926, 5.633999824523926, 5.633999824523926, 5.633999824523926]","""id0""",''
1520440554732205888,,192,,1520440554,731907436,'',22.5499992371,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.623000144958496, 5.623000144958496, 5.623000144958496, 5.623000144958496]","""id0""",''
1520440554932463944,,193,,1520440554,932016756,'',22.5440006256,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.625999927520752, 5.625999927520752, 5.625999927520752, 5.625999927520752]","""id0""",''
1520440555133694073,,194,,1520440555,132481061,'',22.5370006561,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.629000186920166, 5.629000186920166, 5.629000186920166, 5.629000186920166]","""id0""",''
1520440555332119909,,195,,1520440555,331842526,'',22.5359992981,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.63700008392334, 5.63700008392334, 5.63700008392334, 5.63700008392334]","""id0""",''
1520440555546274380,,196,,1520440555,544822365,'',22.5359992981,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.639999866485596, 5.639999866485596, 5.639999866485596, 5.639999866485596]","""id0""",''
1520440555742274041,,197,,1520440555,741863751,'',22.5340003967,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.639999866485596, 5.639999866485596, 5.639999866485596, 5.639999866485596]","""id0""",''
1520440555934789565,,198,,1520440555,934150629,'',22.5389995575,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.633999824523926, 5.633999824523926, 5.633999824523926, 5.633999824523926]","""id0""",''
1520440556132234949,,199,,1520440556,131791225,'',22.5340003967,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.623000144958496, 5.623000144958496, 5.623000144958496, 5.623000144958496]","""id0""",''
1520440556351411862,,200,,1520440556,350348139,'',22.5249996185,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.625999927520752, 5.625999927520752, 5.625999927520752, 5.625999927520752]","""id0""",''
1520440556544197549,,201,,1520440556,543261448,'',22.5270004272,-0.0,nan,nan,nan,1.0,2,0,3,True,"[5.633999824523926, 5.633999824523926, 5.633999824523926, 5.633999824523926]","""id0""",''
