rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,airspeed,groundspeed,heading,throttle,altitude,climb
1520440544208669842,,278,,1520440544,208035007,'',0.0,0.0,72,0.560000002384,120.815223694,-0.0
1520440544301799608,,279,,1520440544,301342316,'',0.0,0.0,74,0.509999990463,118.626457214,-0.0
1520440544403541745,,280,,1520440544,402832674,'',0.0,0.0,77,0.490000009537,118.541664124,-0.0
1520440544494168102,,281,,1520440544,492861608,'',0.0,0.0,80,0.479999989271,118.457511902,-0.0
1520440544621330461,,282,,1520440544,620045702,'',0.0,0.0,84,0.469999998808,121.657577515,-0.0
1520440544764763446,,283,,1520440544,762467156,'',0.0,0.0,87,0.460000008345,120.646888733,-0.0
1520440544814832073,,284,,1520440544,814459376,'',0.0,0.0,90,0.469999998808,120.899391174,-0.0
1520440544911678653,,285,,1520440544,910443326,'',0.0,0.0,92,0.469999998808,120.731697083,-0.0
1520440545003246999,,286,,1520440545,2329143,'',0.0,0.0,94,0.479999989271,123.005096436,-0.0
1520440545092436141,,287,,1520440545,91780931,'',0.0,0.0,96,0.5,121.657577515,-0.0
1520440545202649086,,288,,1520440545,201232488,'',0.0,0.0,97,0.540000021458,122.415168762,-0.0
1520440545301957875,,289,,1520440545,301242067,'',0.0,0.0,97,0.509999990463,124.268592834,-0.0
1520440545401176040,,290,,1520440545,400485455,'',0.0,0.0,97,0.5,122.837364197,-0.0
1520440545498311770,,291,,1520440545,497074183,'',0.0,0.0,97,0.490000009537,123.678596497,-0.0
1520440545610300415,,292,,1520440545,609772746,'',0.0,0.0,97,0.5,121.320884705,-0.0
1520440545701279893,,293,,1520440545,700341668,'',0.0,0.0,96,0.490000009537,121.994277954,-0.0
1520440545800857025,,294,,1520440545,800178424,'',0.0,0.0,95,0.5,121.994277954,-0.0
1520440545902136788,,295,,1520440545,901147155,'',0.0,0.0,95,0.5,120.983558655,-0.0
1520440546002844248,,296,,1520440546,1707872,'',0.0,0.0,94,0.5,119.552146912,-0.0
1520440546095029098,,297,,1520440546,94475036,'',0.0,0.0,94,0.5,120.731697083,-0.0
1520440546208160475,,298,,1520440546,207041129,'',0.0,0.0,93,0.5,122.162635803,-0.0
1520440546301663077,,299,,1520440546,300831728,'',0.0,0.0,92,0.5,120.815223694,-0.0
1520440546392851540,,300,,1520440546,392216695,'',0.0,0.0,92,0.509999990463,119.299674988,-0.0
1520440546493206769,,301,,1520440546,492659936,'',0.0,0.0,92,0.509999990463,119.299674988,-0.0
1520440546592299196,,302,,1520440546,591774566,'',0.0,0.0,91,0.519999980927,120.562721252,-0.0
1520440546698547748,,303,,1520440546,698068299,'',0.0,0.0,91,0.5,120.141265869,-0.0
1520440546805181012,,304,,1520440546,804531973,'',0.0,0.0,91,0.5,120.226066589,-0.0
1520440546900974416,,305,,1520440546,900318555,'',0.0,0.0,91,0.490000009537,119.804618835,-0.0
1520440546994183828,,306,,1520440546,993187686,'',0.0,0.0,91,0.52999997139,119.552146912,-0.0
1520440547092550427,,307,,1520440547,92081517,'',0.0,0.0,91,0.540000021458,120.731697083,-0.0
1520440547201437327,,308,,1520440547,200668168,'',0.0,0.0,91,0.519999980927,120.309585571,-0.0
1520440547301452882,,309,,1520440547,300709015,'',0.0,0.0,91,0.5,119.972938538,-0.0
1520440547406124509,,310,,1520440547,405497587,'',0.0,0.0,91,0.5,122.162635803,-0.0
1520440547503183661,,311,,1520440547,501645989,'',0.0,0.0,91,0.5,120.731697083,-0.0
1520440547603941236,,312,,1520440547,602511365,'',0.0,0.0,91,0.5,121.741752625,-0.0
1520440547697815275,,313,,1520440547,696920867,'',0.0,0.0,91,0.509999990463,121.826568604,-0.0
1520440547803042389,,314,,1520440547,801284028,'',0.0,0.0,91,0.509999990463,120.899391174,-0.0
1520440547910596328,,315,,1520440547,910008859,'',0.0,0.0,91,0.509999990463,121.573402405,-0.0
1520440548008448361,,316,,1520440548,7469347,'',0.0,0.0,91,0.519999980927,121.994277954,-0.0
1520440548101139818,,317,,1520440548,100571867,'',0.0,0.0,90,0.519999980927,122.078453064,-0.0
1520440548212864855,,318,,1520440548,212386383,'',0.0,0.0,90,0.519999980927,120.394393921,-0.0
1520440548332985702,,319,,1520440548,332458210,'',0.0,0.0,90,0.52999997139,123.089279175,-0.0
1520440548407646004,,320,,1520440548,406831737,'',0.0,0.0,90,0.519999980927,121.826568604,-0.0
1520440548502240736,,321,,1520440548,501873607,'',0.0,0.0,90,0.509999990463,120.226066589,-0.0
1520440548620509369,,322,,1520440548,620044866,'',0.0,0.0,90,0.519999980927,122.66771698,-0.0
1520440548736139873,,323,,1520440548,734575268,'',0.0,0.0,90,0.509999990463,121.741752625,-0.0
1520440548846157288,,324,,1520440548,844719317,'',0.0,0.0,90,0.519999980927,122.078453064,-0.0
1520440548924207411,,325,,1520440548,923269936,'',0.0,0.0,90,0.509999990463,121.741752625,-0.0
1520440549022941356,,326,,1520440549,22255974,'',0.0,0.0,90,0.52999997139,120.478561401,-0.0
1520440549115413703,,327,,1520440549,114627447,'',0.0,0.0,90,0.550000011921,121.151901245,-0.0
1520440549209366192,,328,,1520440549,208616545,'',0.0,0.0,89,0.540000021458,121.151901245,-0.0
1520440549333997848,,329,,1520440549,332954087,'',0.0,0.0,89,0.509999990463,122.331634521,-0.0
1520440549451000333,,330,,1520440549,450293887,'',0.0,0.0,89,0.509999990463,122.415168762,-0.0
1520440549512099664,,331,,1520440549,511790648,'',0.0,0.0,89,0.519999980927,121.488586426,-0.0
1520440549612043141,,332,,1520440549,611761494,'',0.0,0.0,89,0.519999980927,121.741752625,-0.0
1520440549745537282,,333,,1520440549,744248541,'',0.0,0.0,89,0.52999997139,123.173461914,-0.0
1520440549819126306,,334,,1520440549,818670195,'',0.0,0.0,89,0.519999980927,121.488586426,-0.0
1520440549948529323,,335,,1520440549,947423181,'',0.0,0.0,89,0.519999980927,121.488586426,-0.0
1520440550050756519,,336,,1520440550,50173796,'',0.0,0.0,89,0.52999997139,122.837364197,-0.0
1520440550112244233,,337,,1520440550,111955164,'',0.0,0.0,89,0.519999980927,120.899391174,-0.0
1520440550212841358,,338,,1520440550,212372715,'',0.0,0.0,89,0.519999980927,121.573402405,-0.0
1520440550322072958,,339,,1520440550,321876364,'',0.0,0.0,89,0.519999980927,121.741752625,-0.0
1520440550414626350,,340,,1520440550,413562877,'',0.0,0.0,89,0.519999980927,120.899391174,-0.0
1520440550522065226,,341,,1520440550,521609435,'',0.0,0.0,89,0.519999980927,120.815223694,-0.0
1520440550650378851,,342,,1520440550,649255409,'',0.0,0.0,89,0.52999997139,120.646888733,-0.0
1520440550724028796,,343,,1520440550,722831867,'',0.0,0.0,89,0.52999997139,120.309585571,-0.0
1520440550833309346,,344,,1520440550,832390472,'',0.0,0.0,89,0.519999980927,121.573402405,-0.0
1520440550950914292,,345,,1520440550,950239598,'',0.0,0.0,89,0.519999980927,121.573402405,-0.0
1520440551034793826,,346,,1520440551,33864995,'',0.0,0.0,89,0.519999980927,119.888778687,-0.0
1520440551126789719,,347,,1520440551,125255035,'',0.0,0.0,89,0.519999980927,122.920906067,-0.0
1520440551247207263,,348,,1520440551,245761684,'',0.0,0.0,89,0.519999980927,121.573402405,-0.0
1520440551323064640,,349,,1520440551,322355817,'',0.0,0.0,89,0.509999990463,122.078453064,-0.0
1520440551421772555,,350,,1520440551,421291527,'',0.0,0.0,89,0.509999990463,120.562721252,-0.0
1520440551548886058,,351,,1520440551,547391624,'',0.0,0.0,89,0.509999990463,121.067726135,-0.0
1520440551650635671,,352,,1520440551,650019525,'',0.0,0.0,90,0.5,121.741752625,-0.0
1520440551745809703,,353,,1520440551,744126820,'',0.0,0.0,90,0.509999990463,121.236709595,-0.0
1520440551822044510,,354,,1520440551,821531692,'',0.0,0.0,90,0.509999990463,122.415168762,-0.0
1520440551972954060,,355,,1520440551,971688428,'',0.0,0.0,90,0.509999990463,120.899391174,-0.0
1520440552016641854,,356,,1520440552,15875440,'',0.0,0.0,90,0.509999990463,120.394393921,-0.0
1520440552122389573,,357,,1520440552,121747390,'',0.0,0.0,90,0.5,121.404411316,-0.0
1520440552253213332,,358,,1520440552,251429330,'',0.0,0.0,90,0.5,121.994277954,-0.0
1520440552326982193,,359,,1520440552,325707128,'',0.0,0.0,90,0.509999990463,120.815223694,-0.0
1520440552453533261,,360,,1520440552,452741138,'',0.0,0.0,91,0.5,120.815223694,-0.0
1520440552545443093,,361,,1520440552,543690682,'',0.0,0.0,91,0.490000009537,120.646888733,-0.0
1520440552629140272,,362,,1520440552,628448418,'',0.0,0.0,91,0.509999990463,120.899391174,-0.0
1520440552748604556,,363,,1520440552,747547022,'',0.0,0.0,91,0.509999990463,121.910102844,-0.0
1520440552851854064,,364,,1520440552,851149484,'',0.0,0.0,91,0.5,121.320884705,-0.0
1520440552931775662,,365,,1520440552,931424297,'',0.0,0.0,91,0.490000009537,120.983558655,-0.0
1520440553060202398,,366,,1520440553,59224554,'',0.0,0.0,91,0.479999989271,119.804618835,-0.0
1520440553224163589,,367,,1520440553,222738175,'',0.0,0.0,91,0.540000021458,120.478561401,-0.0
1520440553320659874,,368,,1520440553,319225715,'',0.0,0.0,91,0.540000021458,120.309585571,-0.0
1520440553449187323,,369,,1520440553,447805584,'',0.0,0.0,91,0.52999997139,120.983558655,-0.0
1520440553537098463,,370,,1520440553,536371621,'',0.0,0.0,91,0.519999980927,119.552146912,-0.0
1520440553622989638,,371,,1520440553,622507172,'',0.0,0.0,91,0.509999990463,122.499351501,-0.0
1520440553723691867,,372,,1520440553,723076184,'',0.0,0.0,91,0.5,121.404411316,-0.0
1520440553826045323,,373,,1520440553,824648002,'',0.0,0.0,91,0.5,120.815223694,-0.0
1520440553926321448,,374,,1520440553,925844701,'',0.0,0.0,91,0.5,122.583534241,-0.0
1520440554022091993,,375,,1520440554,21612662,'',0.0,0.0,91,0.509999990463,121.741752625,-0.0
1520440554139214133,,376,,1520440554,138645830,'',0.0,0.0,90,0.519999980927,120.983558655,-0.0
1520440554245920290,,377,,1520440554,245405796,'',0.0,0.0,90,0.519999980927,121.320884705,-0.0
1520440554332711396,,378,,1520440554,332097549,'',0.0,0.0,90,0.519999980927,121.573402405,-0.0
1520440554444314116,,379,,1520440554,443595375,'',0.0,0.0,90,0.519999980927,121.826568604,-0.0
1520440554552508373,,380,,1520440554,551210330,'',0.0,0.0,90,0.52999997139,122.752540588,-0.0
1520440554636324425,,381,,1520440554,634942196,'',0.0,0.0,90,0.52999997139,121.573402405,-0.0
1520440554749619880,,382,,1520440554,748351582,'',0.0,0.0,89,0.519999980927,121.573402405,-0.0
1520440554853483082,,383,,1520440554,852939592,'',0.0,0.0,89,0.509999990463,121.826568604,-0.0
1520440554972276622,,384,,1520440554,971889358,'',0.0,0.0,89,0.519999980927,120.731697083,-0.0
1520440555043864282,,385,,1520440555,43343864,'',0.0,0.0,89,0.519999980927,121.404411316,-0.0
1520440555146721434,,386,,1520440555,144899270,'',0.0,0.0,89,0.519999980927,121.404411316,-0.0
1520440555242782605,,387,,1520440555,242458690,'',0.0,0.0,89,0.519999980927,120.057098389,-0.0
1520440555344334230,,388,,1520440555,342869373,'',0.0,0.0,89,0.519999980927,122.162635803,-0.0
1520440555546349443,,389,,1520440555,545079883,'',0.0,0.0,89,0.519999980927,121.488586426,-0.0
1520440555645860679,,390,,1520440555,644905132,'',0.0,0.0,89,0.519999980927,120.815223694,-0.0
1520440555751056381,,391,,1520440555,750210963,'',0.0,0.0,89,0.509999990463,121.910102844,-0.0
1520440555852247010,,392,,1520440555,851637691,'',0.0,0.0,89,0.519999980927,120.731697083,-0.0
1520440555952163611,,393,,1520440555,951770888,'',0.0,0.0,89,0.519999980927,121.657577515,-0.0
1520440556055707703,,394,,1520440556,54716901,'',0.0,0.0,89,0.52999997139,122.920906067,-0.0
1520440556169278648,,395,,1520440556,168459452,'',0.0,0.0,89,0.52999997139,120.983558655,-0.0
1520440556251827293,,396,,1520440556,251288008,'',0.0,0.0,89,0.519999980927,122.499351501,-0.0
1520440556378175856,,397,,1520440556,377222666,'',0.0,0.0,89,0.52999997139,121.910102844,-0.0
1520440556452511320,,398,,1520440556,451803029,'',0.0,0.0,89,0.519999980927,121.826568604,-0.0
1520440556549115899,,399,,1520440556,548897911,'',0.0,0.0,89,0.540000021458,121.236709595,-0.0
1520440556651984510,,400,,1520440556,651376174,'',0.0,0.0,90,0.540000021458,121.151901245,-0.0
1520440556780332699,,401,,1520440556,778549503,'',0.0,0.0,90,0.52999997139,121.994277954,-0.0
1520440556850308885,,402,,1520440556,849952586,'',0.0,0.0,90,0.52999997139,123.005096436,-0.0
1520440556976522763,,403,,1520440556,975887986,'',0.0,0.0,90,0.52999997139,121.404411316,-0.0
1520440557078845677,,404,,1520440557,76819280,'',0.0,0.0,90,0.52999997139,121.404411316,-0.0
1520440557177431287,,405,,1520440557,175963692,'',0.0,0.0,90,0.52999997139,121.741752625,-0.0
1520440557263043014,,406,,1520440557,261845302,'',0.0,0.0,90,0.540000021458,121.910102844,-0.0
