rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,coordinate_frame,type_mask,latitude,longitude,altitude,velocity,x,y,z,acceleration_or_force,x,y,z,yaw,yaw_rate
1520440541400755910,,251,,1520440541,384863104,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440541492162148,,252,,1520440541,483863104,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440541592688691,,253,,1520440541,586032320,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440541695910250,,254,,1520440541,686135296,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440541806319484,,255,,1520440541,787806080,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440541900971916,,256,,1520440541,887754624,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440542000606616,,257,,1520440541,988370176,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440542105923472,,258,,1520440542,90671616,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440542201945063,,259,,1520440542,189083264,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440542296285483,,260,,1520440542,289083264,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440542400712476,,261,,1520440542,390169572,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440542504417397,,262,,1520440542,487169572,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440542592583370,,263,,1520440542,587286848,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440542706958519,,264,,1520440542,684286848,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440542801599191,,265,,1520440542,789513024,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440542892817303,,266,,1520440542,887513024,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440542993017282,,267,,1520440542,972846004,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440543100839887,,268,,1520440543,89980426,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440543223597756,,269,,1520440543,185980426,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440543306339243,,270,,1520440543,268616259,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440543392555894,,271,,1520440543,390124553,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440543501219245,,272,,1520440543,486144192,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440543610217370,,273,,1520440543,590882048,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440543692876760,,274,,1520440543,685882048,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440543801378219,,275,,1520440543,784262336,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440543893141857,,276,,1520440543,887180672,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440543999662136,,277,,1520440543,981180672,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440544100861918,,278,,1520440544,82398464,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440544208318794,,279,,1520440544,190613888,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440544301519190,,280,,1520440544,288646656,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440544403430676,,281,,1520440544,383646656,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440544493950967,,282,,1520440544,484998144,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440544621106162,,283,,1520440544,581075200,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440544762880514,,284,,1520440544,693341842,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440544814655821,,285,,1520440544,818584101,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440544911397960,,286,,1520440544,886902097,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440545003184913,,287,,1520440544,989028032,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440545092101030,,288,,1520440545,89028032,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440545202168128,,289,,1520440545,186784512,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440545301559406,,290,,1520440545,287784512,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440545400904809,,291,,1520440545,383311104,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440545497549210,,292,,1520440545,485819456,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440545610245069,,293,,1520440545,598111947,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440545700732266,,294,,1520440545,690357888,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440545800482457,,295,,1520440545,789704512,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440545901596299,,296,,1520440545,887670912,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440545989235583,,297,,1520440545,986670912,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440546094747037,,298,,1520440546,84267648,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440546208016564,,299,,1520440546,198103851,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440546301104222,,300,,1520440546,292633152,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440546392402477,,301,,1520440546,388335488,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440546492860995,,302,,1520440546,488800576,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440546592197930,,303,,1520440546,587948544,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440546698244455,,304,,1520440546,687948544,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440546804790607,,305,,1520440546,782845056,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440546900676591,,306,,1520440546,886056256,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440546993525609,,307,,1520440546,984350144,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440547092246390,,308,,1520440547,85047744,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440547201288759,,309,,1520440547,191794240,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440547301351806,,310,,1520440547,286916224,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440547406068972,,311,,1520440547,384224192,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440547502306689,,312,,1520440547,488039232,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440547602980815,,313,,1520440547,588746944,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
