rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,coordinate_frame,type_mask,latitude,longitude,altitude,velocity,x,y,z,acceleration_or_force,x,y,z,yaw,yaw_rate
1520440529302149005,,130,,1520440529,266544652,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440529392070111,,131,,1520440529,382618510,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440529480039703,,132,,1520440529,464396830,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440529583701938,,133,,1520440529,581765879,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440529684770585,,134,,1520440529,672857536,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440529779368021,,135,,1520440529,770902592,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440529901125906,,136,,1520440529,876526464,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440529976921810,,137,,1520440529,977527872,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440530081443203,,138,,1520440530,72096930,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440530177672871,,139,,1520440530,168190208,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440530277990571,,140,,1520440530,270807424,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440530376518969,,141,,1520440530,373800448,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440530502455924,,142,,1520440530,478001216,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440530591857392,,143,,1520440530,576934016,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440530701509582,,144,,1520440530,663053098,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440530803644315,,145,,1520440530,777686575,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440530893274991,,146,,1520440530,882986624,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440530983242752,,147,,1520440530,981874112,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440531091155593,,148,,1520440531,76747392,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440531184689670,,149,,1520440531,173458048,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440531295144196,,150,,1520440531,276077952,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440531401995892,,151,,1520440531,371628736,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440531501024918,,152,,1520440531,478498496,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440531577105967,,153,,1520440531,577273536,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440531701374504,,154,,1520440531,678037120,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440531776523599,,155,,1520440531,757071245,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440531881553835,,156,,1520440531,873491477,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440531977213101,,157,,1520440531,969379712,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440532076681314,,158,,1520440532,70081472,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440532176605601,,159,,1520440532,170087616,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440532282399485,,160,,1520440532,270990656,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440532378729135,,161,,1520440532,368153344,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440532502335304,,162,,1520440532,476185088,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440532578005627,,163,,1520440532,578081984,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440532694513561,,164,,1520440532,679402304,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440532802032887,,165,,1520440532,763367355,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440532900694862,,166,,1520440532,878765421,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440532981713597,,167,,1520440532,978329216,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440533091313485,,168,,1520440533,74607296,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440533177528753,,169,,1520440533,161092020,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440533301110586,,170,,1520440533,277672545,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440533400343352,,171,,1520440533,376082944,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440533501287574,,172,,1520440533,481912320,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440533577857923,,173,,1520440533,577947136,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440533700191078,,174,,1520440533,678980544,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440533783057388,,175,,1520440533,776964608,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440533877248088,,176,,1520440533,875234432,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440533978724541,,177,,1520440533,979857152,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440534077441371,,178,,1520440534,71864960,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440534174593662,,179,,1520440534,174659200,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440534300985298,,180,,1520440534,279812608,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440534394488967,,181,,1520440534,375194112,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440534478951582,,182,,1520440534,477417600,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440534575871128,,183,,1520440534,573831104,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440534676313900,,184,,1520440534,669791552,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440534779612911,,185,,1520440534,774350720,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440534883612765,,186,,1520440534,869145792,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440534977759157,,187,,1520440534,969173440,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440535094014857,,188,,1520440535,79414285,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440535201317706,,189,,1520440535,179488512,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440535301119618,,190,,1520440535,279457472,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440535400829685,,191,,1520440535,378909184,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440535496758547,,192,,1520440535,478996928,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440535576932255,,193,,1520440535,564577848,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440535676983587,,194,,1520440535,668418304,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440535793452519,,195,,1520440535,781863040,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440535877093121,,196,,1520440535,875863040,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440535983292796,,197,,1520440535,982154112,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440536092702897,,198,,1520440536,78516736,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440536181721513,,199,,1520440536,178301056,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440536281261059,,200,,1520440536,276731840,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440536382337316,,201,,1520440536,376915968,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440536482289375,,202,,1520440536,474386304,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440536582211075,,203,,1520440536,577768896,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440536693167590,,204,,1520440536,676164544,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440536782563903,,205,,1520440536,775644480,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440536882340934,,206,,1520440536,877688960,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440536981929064,,207,,1520440536,976415936,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440537104248779,,208,,1520440537,77617856,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440537201325056,,209,,1520440537,184125440,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440537302124610,,210,,1520440537,282055808,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440537383104368,,211,,1520440537,382634880,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440537492179772,,212,,1520440537,481324032,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440537592877255,,213,,1520440537,580830144,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440537701300875,,214,,1520440537,680678144,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440537800580022,,215,,1520440537,783815680,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440537882284419,,216,,1520440537,883698432,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440537981608072,,217,,1520440537,980718656,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440538082858947,,218,,1520440538,76888320,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440538182417680,,219,,1520440538,180734528,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440538292025165,,220,,1520440538,278241600,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440538383281622,,221,,1520440538,375957632,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440538483475061,,222,,1520440538,476945152,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440538593286361,,223,,1520440538,574810816,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440538693223791,,224,,1520440538,678591680,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440538782638159,,225,,1520440538,780604864,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440538882876653,,226,,1520440538,878849856,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440538994250211,,227,,1520440538,975849856,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440539103139905,,228,,1520440539,74613568,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440539182146244,,229,,1520440539,176714880,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440539300743731,,230,,1520440539,277123008,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440539381515673,,231,,1520440539,383597952,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440539517304858,,232,,1520440539,476195328,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440539582178533,,233,,1520440539,576112640,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440539694671660,,234,,1520440539,678341504,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440539782606348,,235,,1520440539,778992128,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440539892484315,,236,,1520440539,877408256,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440539992582084,,237,,1520440539,977904256,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440540083405210,,238,,1520440540,76824320,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440540201287501,,239,,1520440540,178521088,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440540319647482,,240,,1520440540,297072385,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440540382416849,,241,,1520440540,390072385,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440540484196682,,242,,1520440540,472360360,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440540606960961,,243,,1520440540,575432832,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440540701567096,,244,,1520440540,678418432,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440540801294372,,245,,1520440540,779396096,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440540891673906,,246,,1520440540,880338432,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440540982444542,,247,,1520440540,978899776,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440541092356346,,248,,1520440541,82369152,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440541182027710,,249,,1520440541,177405248,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
1520440541278413761,,250,,1520440541,275014720,'',0,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-0.0,-0.0
