rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,file,function,line,topics,"/mavros/adsb/vehicle, /mavros/altitude, /mavros/cam_imu_sync/cam_imu_stamp, /mavros/debug_value/debug,","/mavros/debug_value/debug_vector, /mavros/debug_value/named_value_float, /mavros/debug_value/named_value_int,","/mavros/global_position/raw/fix, /mavros/global_position/raw/gps_vel, /mavros/global_position/global,","/mavros/global_position/local, /mavros/global_position/rel_alt, /mavros/global_position/compass_hdg,","/mavros/global_position/gp_origin, /mavros/global_position/gp_lp_offset, /mavros/hil/controls,","/mavros/hil/actuator_controls, /mavros/home_position/home, /mavros/imu/data, /mavros/imu/mag,","/mavros/imu/temperature, /mavros/imu/atm_pressure, /mavros/imu/data_raw, /mavros/local_position/pose,","/mavros/local_position/velocity, /mavros/local_position/odom, /mavros/manual_control/control,","/mavros/px4flow/raw/optical_flow_rad, /mavros/px4flow/ground_distance, /mavros/px4flow/temperature,","/mavros/rc/in, /mavros/rc/out, /mavros/setpoint_raw/target_local, /mavros/setpoint_raw/target_global,","/mavros/setpoint_raw/target_attitude, /mavros/state, /mavros/extended_state, /mavros/battery,","/mavros/time_reference, /mavros/vfr_hud, /mavros/wind_estimation, /mavros/mission/waypoints,",/mavros/mission/reached]
1520440529187127106,,394,,1520440529,186878386,'',2,"""/mavros""","""FCU","""/tmp/binarydeb/ros-kinetic-mavros-0.23.0/src/plugins/sys_status.cpp""","""std_plugins",549,"[/rosout, /diagnostics, /tf, /tf_static, /mavlink/from, /mavros/radio_status, /mavros/target_actuator_control,"
1520440530592822177,,395,,1520440530,592458592,'',4,"""/mavros""","""PR","""/tmp/binarydeb/ros-kinetic-mavros-0.23.0/src/plugins/param.cpp""","""std_plugins",617,"[/rosout, /diagnostics, /tf, /tf_static, /mavlink/from, /mavros/radio_status, /mavros/target_actuator_control,"
1520440531655912305,,396,,1520440531,655336767,'',4,"""/mavros""","""PR","""/tmp/binarydeb/ros-kinetic-mavros-0.23.0/src/plugins/param.cpp""","""std_plugins",617,"[/rosout, /diagnostics, /tf, /tf_static, /mavlink/from, /mavros/radio_status, /mavros/target_actuator_control,"
1520440531702109009,,397,,1520440531,701542956,'',2,"""/mavros""","""WP","""/tmp/binarydeb/ros-kinetic-mavros-0.23.0/src/plugins/waypoint.cpp""","""std_plugins",577,"[/rosout, /diagnostics, /tf, /tf_static, /mavlink/from, /mavros/radio_status, /mavros/target_actuator_control,"
1520440532694814366,,398,,1520440532,693925975,'',2,"""/mavros""","""FCU","""/tmp/binarydeb/ros-kinetic-mavros-0.23.0/src/plugins/sys_status.cpp""","""std_plugins",549,"[/rosout, /diagnostics, /tf, /tf_static, /mavlink/from, /mavros/radio_status, /mavros/target_actuator_control,"
1520440532702493896,,399,,1520440532,701876965,'',4,"""/mavros""","""PR","""/tmp/binarydeb/ros-kinetic-mavros-0.23.0/src/plugins/param.cpp""","""std_plugins",617,"[/rosout, /diagnostics, /tf, /tf_static, /mavlink/from, /mavros/radio_status, /mavros/target_actuator_control,"
1520440533751983293,,400,,1520440533,751454713,'',4,"""/mavros""","""PR","""/tmp/binarydeb/ros-kinetic-mavros-0.23.0/src/plugins/param.cpp""","""std_plugins",617,"[/rosout, /diagnostics, /tf, /tf_static, /mavlink/from, /mavros/radio_status, /mavros/target_actuator_control,"
1520440534436947190,,401,,1520440534,436341383,'',2,"""/mavros""","""FCU","""/tmp/binarydeb/ros-kinetic-mavros-0.23.0/src/plugins/sys_status.cpp""","""std_plugins",549,"[/rosout, /diagnostics, /tf, /tf_static, /mavlink/from, /mavros/radio_status, /mavros/target_actuator_control,"
1520440534765943142,,402,,1520440534,765554327,'',4,"""/mavros""","""PR","""/tmp/binarydeb/ros-kinetic-mavros-0.23.0/src/plugins/param.cpp""","""std_plugins",617,"[/rosout, /diagnostics, /tf, /tf_static, /mavlink/from, /mavros/radio_status, /mavros/target_actuator_control,"
1520440535347817538,,403,,1520440535,347011504,'',2,"""/mavros""","""FCU","""/tmp/binarydeb/ros-kinetic-mavros-0.23.0/src/plugins/sys_status.cpp""","""std_plugins",549,"[/rosout, /diagnostics, /tf, /tf_static, /mavlink/from, /mavros/radio_status, /mavros/target_actuator_control,"
